id,type,measurement,name,value,lat,lon,AQI_level
000010102,NO2_AQI,AQI,St. John's,2.8207179494141066,47.6528,-52.8167,good
000010102,OZONE,PPB,St. John's,25.31981398364439,47.6528,-52.8167,
000010102,OZONE_AQI,AQI,St. John's,23.08361788967172,47.6528,-52.8167,good
000010401,NO2_AQI,AQI,Mount Pearl,0.9918460087691624,47.505,-52.7947,good
000010401,OZONE,PPB,Mount Pearl,27.40168129717674,47.512820350000005,-52.801190899999995,
000010401,OZONE_AQI,AQI,Mount Pearl,25.26461401068761,47.505,-52.7947,good
000010401,PM2.5,UG/M3,Mount Pearl,4.523764417205501,47.52064070000001,-52.8076818,
000010401,PM25,UG/M3,Mount Pearl,4.52338160321459,47.505,-52.7947,
000010401,PM25_AQI,AQI,Mount Pearl,19.314635230633147,47.505,-52.7947,good
000010501,NO2_AQI,AQI,Grand Falls Windsor,1.955361630456422,49.0194,-55.8028,good
000010501,OZONE,PPB,Grand Falls Windsor,28.876317668168344,48.973534349999994,-55.73015125,
000010501,OZONE_AQI,AQI,Grand Falls Windsor,26.475951340041064,49.0194,-55.8028,good
000010601,OZONE,PPB,Goose Bay,29.17824531367401,53.303191299999995,-60.3452421,
000010601,OZONE_AQI,AQI,Goose Bay,26.543142822273698,53.3047,-60.3644,good
000010602,NO2_AQI,AQI,MacPherson Avenue - Corner Brook,2.296403688984505,48.95224,-57.92207,good
000010602,PM2.5,UG/M3,MacPherson Avenue - ,5.37345200107853,48.95224,-57.92207,
000010602,PM25,UG/M3,MacPherson Avenue - Corner Brook,5.373894835217016,48.95224,-57.92207,
000010602,PM25_AQI,AQI,MacPherson Avenue - Corner Brook,22.0023992054316,48.95224,-57.92207,good
000010801,OZONE,PPB,Port au Choix,25.764289616410565,50.707075599999996,-57.3573834,
000010801,OZONE_AQI,AQI,Port au Choix,24.03711343589765,50.71124,-57.36365,good
000010901,NO2_AQI,AQI,Marystown/Burin,0.9808451516523596,47.098991,-55.198521,good
000010901,PM2.5,UG/M3,Marystown/Burin,4.442852653330599,47.1650754,-55.1555299,
000010901,PM25,UG/M3,Marystown/Burin,4.442852653330599,47.098991,-55.198521,
000010901,PM25_AQI,AQI,Marystown/Burin,18.341706092379894,47.098991,-55.198521,good
000011002,PM2.5,UG/M3,FIREHALL-LABRADORCIT,2.3496818055955617,52.9452094,-66.910551,
000011002,PM25,UG/M3,FIREHALL-LABRADORCITY2,2.349572012007507,52.945487,-66.910306,
000011002,PM25_AQI,AQI,FIREHALL-LABRADORCITY2,7.102242679681772,52.945487,-66.910306,good
000020104,NO,PPB,CHARLOTTETOWN,0.3402772836197609,46.23824,-63.13107040000001,
000020104,NO2,PPB,CHARLOTTETOWN,1.5657176130816062,46.239419999999996,-63.13083520000001,
000020104,NO2_AQI,AQI,CHARLOTTETOWN,1.5339628631261786,46.2406,-63.1306,good
000020104,OZONE,PPB,CHARLOTTETOWN,25.042168569079827,46.239419999999996,-63.13083520000001,
000020104,OZONE_AQI,AQI,CHARLOTTETOWN,22.774161068332088,46.2406,-63.1306,good
000020104,PM2.5,UG/M3,CHARLOTTETOWN,6.540440612810916,46.23824,-63.13107040000001,
000020104,PM25,UG/M3,CHARLOTTETOWN,6.5397662971909485,46.2406,-63.1306,
000020104,PM25_AQI,AQI,CHARLOTTETOWN,26.58057823686165,46.2406,-63.1306,good
000020104,SO2,PPB,CHARLOTTETOWN,0.2046195604291955,46.239419999999996,-63.13083520000001,
000020301,NO,PPB,WELLINGTON,0.2290915977608814,46.4783,-63.9869,
000020301,NO2,PPB,WELLINGTON,0.4351714883609293,46.4783,-63.9869,
000020301,NO2_AQI,AQI,WELLINGTON,0.4341718866086394,46.4783,-63.9869,good
000020301,OZONE,PPB,WELLINGTON,27.07312401993572,46.4783,-63.9869,
000020301,OZONE_AQI,AQI,WELLINGTON,24.70770694403945,46.4783,-63.9869,good
000020301,PM2.5,UG/M3,WELLINGTON,4.562189717054193,46.4783,-63.9869,
000020301,PM25,UG/M3,WELLINGTON,4.561465079373034,46.4783,-63.9869,
000020301,PM25_AQI,AQI,WELLINGTON,18.8058697386067,46.4783,-63.9869,good
000020401,NO,PPB,SOUTHAMPTON,0.0596922492322263,40.884267,-72.3895296,
000020401,NO2,PPB,SOUTHAMPTON,0.3856608737218835,43.6353335,-67.4861648,
000020401,NO2_AQI,AQI,SOUTHAMPTON,0.3851646207799784,46.3864,-62.5828,good
000020401,OZONE,PPB,SOUTHAMPTON,27.760624540572405,43.6353335,-67.4861648,
000020401,OZONE_AQI,AQI,SOUTHAMPTON,25.417736762824777,46.3864,-62.5828,good
000020401,PM2.5,UG/M3,SOUTHAMPTON,4.494346066924695,40.884267,-72.3895296,
000020401,PM25,UG/M3,SOUTHAMPTON,4.494039102351427,46.3864,-62.5828,
000020401,PM25_AQI,AQI,SOUTHAMPTON,16.365933042966265,46.3864,-62.5828,good
000030113,PM2.5,UG/M3,JOHNSTON BUILDING -,5.481588937344072,35.2263394,-80.84500109999999,
000030113,PM25,UG/M3,JOHNSTON BUILDING -,5.479555926071931,44.647,-63.574,
000030113,PM25_AQI,AQI,JOHNSTON BUILDING -,22.57033982529777,44.647,-63.574,good
000030120,NO,PPB,Lake Major,0.309294391585766,44.7330713,-63.4871332,
000030120,NO2_AQI,AQI,Lake Major,3.155925614470425,44.7197,-63.4819,good
000030120,OZONE,PPB,Lake Major,28.864414121342683,44.72638565,-63.484516600000006,
000030120,OZONE_AQI,AQI,Lake Major,26.23946606600983,44.7197,-63.4819,good
000030120,PM2.5,UG/M3,Lake Major,4.434413691947554,44.7330713,-63.4871332,
000030120,PM25,UG/M3,Lake Major,4.432234746697956,44.7197,-63.4819,
000030120,PM25_AQI,AQI,Lake Major,18.24446967089275,44.7197,-63.4819,good
000030201,NO,PPB,PORT HAWKESBURY,1.249375262057505,45.6276473,-61.3585543,
000030201,NO2,PPB,PORT HAWKESBURY,2.3733069829641122,45.620793649999996,-61.36045215,
000030201,NO2_AQI,AQI,PORT HAWKESBURY,2.30922395610058,45.61394,-61.36235,good
000030201,OZONE,PPB,PORT HAWKESBURY,28.176187183896996,45.620793649999996,-61.36045215,
000030201,OZONE_AQI,AQI,PORT HAWKESBURY,25.64692065391424,45.61394,-61.36235,good
000030201,PM2.5,UG/M3,PORT HAWKESBURY,5.108288065265264,45.6276473,-61.3585543,
000030201,PM25,UG/M3,PORT HAWKESBURY,5.107573491996343,45.61394,-61.36235,
000030201,PM25_AQI,AQI,PORT HAWKESBURY,21.02781270452273,45.61394,-61.36235,good
000030310,NO,PPB,SYDNEY,1.0864756816451708,-33.8688197,151.2092955,
000030310,NO2,PPB,SYDNEY,2.5095820162850506,6.136840149999998,45.51824775,
000030310,NO2_AQI,AQI,SYDNEY,2.450352991371856,46.1425,-60.1728,good
000030310,OZONE,PPB,SYDNEY,28.519447042424297,6.136840149999998,45.51824775,
000030310,OZONE_AQI,AQI,SYDNEY,25.936359021004197,46.1425,-60.1728,good
000030310,PM2.5,UG/M3,SYDNEY,4.860397991929926,-33.8688197,151.2092955,
000030310,PM25,UG/M3,SYDNEY,4.86006586632606,46.1425,-60.1728,
000030310,PM25_AQI,AQI,SYDNEY,20.061391512083315,46.1425,-60.1728,good
000030310,SO2,PPB,SYDNEY,0.3840797511870881,6.136840149999998,45.51824775,
000030502,OZONE,PPB,Kejimkujik Site B,29.280318296712412,44.4190945,-65.2082125,
000030502,OZONE_AQI,AQI,Kejimkujik Site B,26.58719822363756,44.40298,-65.20277,good
000030701,OZONE,PPB,AYLESFORD MOUNTAIN,32.11770847740981,45.0363835,-64.925,
000030701,OZONE_AQI,AQI,AYLESFORD MOUNTAIN,29.12017733176741,45.0061,-65.0,good
000030701,PM2.5,UG/M3,AYLESFORD MOUNTAIN,3.989235345134739,45.066667,-64.85,
000030701,PM25,UG/M3,AYLESFORD MOUNTAIN,3.988198710674191,45.0061,-65.0,
000030701,PM25_AQI,AQI,AYLESFORD MOUNTAIN,16.436072779271136,45.0061,-65.0,good
000030901,NO,PPB,PICTOU,0.0685522476638847,45.679332,-62.720603,
000030901,NO2,PPB,PICTOU,0.7803589975902878,45.680616,-62.7079515,
000030901,NO2_AQI,AQI,PICTOU,0.7761998212580751,45.6819,-62.6953,good
000030901,OZONE,PPB,PICTOU,30.247960997724107,45.680616,-62.7079515,
000030901,OZONE_AQI,AQI,PICTOU,27.50666224065876,45.6819,-62.6953,good
000030901,PM2.5,UG/M3,PICTOU,4.487577005970997,45.679332,-62.720603,
000030901,PM25,UG/M3,PICTOU,4.486867464908195,45.6819,-62.6953,
000030901,PM25_AQI,AQI,PICTOU,18.511789480700145,45.6819,-62.6953,good
000031101,OZONE,PPB,KENTVILLE,29.174613204455003,45.05845575,-64.39223675,
000031101,OZONE_AQI,AQI,KENTVILLE,26.546757539212965,45.04,-64.29,good
000031101,PM2.5,UG/M3,KENTVILLE,5.164111529476688,45.0769115,-64.4944735,
000031101,PM25,UG/M3,KENTVILLE,5.163841921633551,45.04,-64.29,
000031101,PM25_AQI,AQI,KENTVILLE,21.234267767757512,45.04,-64.29,good
000040104,NO2,PPB,FREDERICTON-NEEDHAM ,2.228874788742166,45.95743085,-66.6449923,
000040104,NO2_AQI,AQI,FREDERICTON-NEEDHAM ST.,2.168316761893914,45.957289,-66.645236,good
000040104,OZONE,PPB,FREDERICTON-NEEDHAM ,26.328493485054846,45.95743085,-66.6449923,
000040104,OZONE_AQI,AQI,FREDERICTON-NEEDHAM ST.,23.510242910755352,45.957289,-66.645236,good
000040104,PM2.5,UG/M3,FREDERICTON-NEEDHAM ,5.243688666874911,45.9575727,-66.6447486,
000040104,PM25,UG/M3,FREDERICTON-NEEDHAM ST.,5.24315525302628,45.957289,-66.645236,
000040104,PM25_AQI,AQI,FREDERICTON-NEEDHAM ST.,21.29448977274067,45.957289,-66.645236,good
000040203,NO2_AQI,AQI,FOREST HILLS,2.3576465525083887,45.3092,-66.0092,good
000040203,OZONE,PPB,FOREST HILLS,30.19229701220912,45.3092,-66.0092,
000040203,OZONE_AQI,AQI,FOREST HILLS,27.43993780919388,45.3092,-66.0092,good
000040203,PM2.5,UG/M3,FOREST HILLS,5.110465974092612,45.3092,-66.0092,
