,Unique_ID,lat,lon
0,S_000010102,47.65279999999999,-52.8167
1,S_000010401,47.508910175000004,-52.79794544999999
2,S_000010501,49.00411145,-55.778583749999996
3,S_000010601,53.30394565,-60.35482105
4,S_000010602,48.95224,-57.92207
5,S_000010801,50.7091578,-57.360516700000005
6,S_000010901,47.115512100000004,-55.187773225
7,S_000011002,52.94539446666666,-66.91038766666667
8,S_000020104,46.23968222222222,-63.130782933333336
9,S_000020301,46.4783,-63.9869
10,S_000020401,44.323100125,-66.26032359999999
11,S_000030113,41.5067798,-69.33100036666667
12,S_000030120,44.72447546428571,-63.483769
13,S_000030201,45.6190802375,-61.3609266125
14,S_000030310,15.026986783333333,22.03134825
15,S_000030502,44.41103725,-65.20549125
16,S_000030701,45.0242701,-64.955
17,S_000030901,45.680937,-62.704788625000006
18,S_000031101,45.05107345,-64.35134205
19,S_000040104,45.95737005714286,-66.64509674285715
20,S_000040203,45.3092,-66.0092
21,S_000040207,45.254121999999995,-66.078746775
22,S_000040209,41.417252033333334,-76.54478796666666
23,S_000040302,46.10366185714286,-64.78663751428573
24,S_000040901,48.46437259,-47.79403642
25,S_000041302,24.45834794285714,-4.144499771428575
26,S_000041501,47.36683453333333,-68.32053446666667
27,S_000050113,45.54572723333334,-73.74537485
28,S_000050119,45.31752705555556,-73.13609244444444
29,S_000050204,45.43551184444445,-75.7239669111111
30,S_000050308,46.679443677777776,-71.48561587777778
31,S_000050311,46.785465099999996,-71.3796128
32,S_000050404,45.392760016666664,-71.91258309999999
33,S_000050604,47.7914737,-78.11825765
34,S_000051501,46.04735161666666,-72.64819419999999
35,S_000052001,46.44305645,-72.89981999999999
36,S_000052201,45.445183925,-73.466927575
37,S_000052301,46.0522347,-74.47932755999999
38,S_000052401,45.61387608333333,-75.97609209999999
39,S_000053201,47.289434825,-72.417943475
40,S_000053301,46.67431005,-71.95823905
41,S_000053501,43.765796824999995,-82.706234875
42,S_000053601,47.059331799999995,-71.6725576
43,S_000053701,44.94441091666667,-71.6745253
44,S_000053801,45.900915,-71.94788625000001
45,S_000053901,47.642943875,-72.307935775
46,S_000054201,49.8122025,-74.94542
47,S_000054401,45.1149508,-74.29212555
48,S_000054703,46.349869516666665,-72.4337515
49,S_000054901,46.8536315,-53.325086750000004
50,S_000055001,47.23546575,-56.951789250000004
51,S_000055501,45.05264325,-72.8556515
52,S_000060104,45.428998879999995,-75.68263793
53,S_000060204,41.18421981,-94.97522406
54,S_000060304,44.219867,-76.521128
55,S_000060424,43.65977138,-79.38620093
56,S_000060512,39.2029953,-84.512126
57,S_000060610,45.25938703999999,-78.12702525
58,S_000060709,46.522483449999996,-84.32085627999999
59,S_000060904,45.53432797,-56.87892809
60,S_000061009,42.9855449,-82.39871573
61,S_000061104,46.78084954999999,-54.91715896999999
62,S_000061201,46.60039413,-53.833393750000006
63,S_000061302,43.158622349999995,-79.23855878
64,S_000061402,43.14002601,-80.28659762
65,S_000061502,43.44482185,-80.50084011000001
66,S_000062001,46.3175,-79.4453
67,S_000062501,43.497356329999995,-78.46673693
68,S_000063301,46.87939905,-55.955323580000005
69,S_000063701,43.32533191,-81.74661726000001
70,S_000064001,49.663012325,-93.722898075
71,S_000064101,46.42847209999999,-85.14397227500001
72,S_000064401,44.2325,-79.7814
73,S_000065001,44.38783386,-79.58540729333333
74,S_000065201,45.34067775000001,-80.03689490000001
75,S_000065301,42.66999059,-81.17997987
76,S_000065401,42.46122512000001,-81.17211805000001
77,S_000065801,42.18693691,-78.53394992
78,S_000065901,53.70400625,-90.2115705
79,S_000066101,49.221102900000005,-90.618222425
80,S_000070119,49.92995974285714,-97.31822142857142
81,S_000070203,43.58380028571429,-94.88090705714285
82,S_000070301,54.765192125,-101.875528675
83,S_000080110,50.4488028,-104.617398575
84,S_000080211,52.1415505,-106.664864425
85,S_000080402,53.201693999999996,-105.75203
86,S_000081001,47.3672956,-111.527121825
87,S_000082001,55.50333,-106.72167
88,S_000090120,53.5172415,-113.57200763333333
89,S_000090121,53.5468415,-113.41000763333335
90,S_000090130,53.54553557142857,-113.49766368571429
91,S_000090133,53.56521660000001,-113.56120396666667
92,S_000090222,51.0905269375,-114.15221690624999
93,S_000090228,51.04671165625,-114.07413940625
94,S_000090302,52.29709545,-113.79529022500002
95,S_000090402,50.052780049999996,-110.68033187499998
96,S_000090502,49.7111964,-112.81173410000001
97,S_000090601,53.69825455,-113.2215691
98,S_000090606,53.80115809375,-112.9272905
99,S_000090701,55.60987542499999,-112.921279675
100,S_000090702,56.75220000000001,-111.47609999999999
101,S_000090801,57.1883645,-111.63964627499998
102,S_000091101,51.227206375,-112.32101662500001
103,S_000091301,49.7570007,-110.05160005
104,S_000091401,53.14573933333333,-115.12138083333333
105,S_000091501,55.199643699999996,-119.4050002
106,S_000091601,53.60767733333333,-115.873445
107,S_000091701,45.75378121875001,-111.3129436875
108,S_000091801,58.71113425000001,-111.16747425000001
109,S_000091901,47.97798475,-110.00555075000001
110,S_000092901,50.625541850000005,-105.03266397499999
111,S_000094202,49.23105913333333,-100.97225093333333
112,S_000094301,54.41364182499999,-110.22824515
113,S_000094401,54.241598624999995,-111.48721684374999
114,S_000100110,45.24277025,-116.48986617500002
115,S_000100111,49.280663266666664,-122.84907240000001
116,S_000100119,49.2155189,-122.9854668
117,S_000100125,45.44422555,-114.67644599999998
118,S_000100127,49.678274824999995,-92.16061502499998
119,S_000100128,46.22681115,-111.7008747
120,S_000100132,49.324241175,-123.084052
121,S_000100134,49.18639000000001,-123.15221999999999
122,S_000100135,49.28734376666667,-122.79169275
123,S_000100140,49.01191125,-123.08196907499998
124,S_000100202,53.9147,-122.74190000000002
125,S_000100304,48.4328686,-123.359700325
126,S_000100308,48.430557074999996,-123.49299397499999
127,S_000100401,50.674642000000006,-120.33168916666666
128,S_000100701,49.86123795,-119.47597040000001
129,S_000101003,49.044694424999996,-122.30840742499998
130,S_000101005,49.02239621249999,-122.34067276249999
131,S_000101101,49.15656752499999,-121.94328665
132,S_000101202,49.2387262,-122.70404662499999
133,S_000101301,49.09556,-122.56694
134,S_000101401,46.457823225,-115.44397830000001
135,S_000101501,49.21572043333333,-122.58468301666669
136,S_000101603,49.70504493333333,-123.15074646666666
137,S_000101701,52.97632307222222,-122.50172116666666
138,S_000102001,48.77460585,-122.969129525
139,S_000102102,49.200389175000005,-123.99632100000001
140,S_000102303,49.889180966666665,-124.56260896666667
141,S_000102401,50.49557374285714,-117.93577997142857
142,S_000102503,54.521636,-128.60759166666665
143,S_000102602,49.260799,-124.805603
144,S_000102701,52.1330015,-122.150115375
145,S_000103202,48.069287125,-111.1710084
146,S_000103502,49.31758255,-117.661732875
147,S_000103901,54.05478976666666,-128.67312566666666
148,S_000103904,54.0492099,-128.4678162
149,S_000103905,54.00312426666667,-128.6622161
150,S_000104003,50.240109475,-119.28008619999999
151,S_000104804,48.772008199999995,-123.6981608
152,S_000105001,50.144027300000005,-122.96092575
153,S_000105301,49.44076185714287,-123.48613761428574
154,S_000105504,56.24483196666667,-120.85624423333333
155,S_000106701,48.87461629999999,-123.65141913333333
156,S_000106900,54.015526599999994,-124.00839603333333
157,S_000107100,49.682499,-124.996101
158,S_000129501,58.137249725000004,-109.911290725
159,S_000129602,59.29013945,-113.094136625
160,S_004AF1010001,34.5547058,69.20556
161,S_010030010,30.497417975,-87.878781525
162,S_010499991,39.30853279999999,-118.3970798
163,S_010510004,32.539176725,-86.24205885
164,S_010550011,33.893617325,-89.159060275
165,S_010730023,33.53929568,-86.81314268
166,S_010731003,33.4856,-86.915
167,S_010731005,33.33120113,-87.00287328
168,S_010731010,39.62193662,-61.04916321999999
169,S_010732003,33.50098849999999,-86.92439449
170,S_010732059,34.1209292,-93.0537839
171,S_010735003,35.3718526,-89.1622558
172,S_010736002,33.377026099999995,-89.41833894999999
173,S_010736004,33.53501754,-86.80524254
174,S_010890014,34.67628987,-86.64689557
175,S_010890022,34.7728114,-86.76526952500001
176,S_010970003,32.76237843333333,-90.70317506666665
177,S_010972005,29.680442749999997,-86.73939727499999
178,S_011011002,32.39977919,-86.27319984
179,S_011030011,34.30246824999999,-86.16831369
180,S_011130003,32.437035709999996,-85.00030393999998
181,S_011170004,33.3169,-86.825
182,S_011190003,32.36253,-88.27792
183,S_011250010,33.119510175,-87.48706837499999
184,S_020200018,53.274160300000005,-131.44746890000002
185,S_020201004,55.908117675,-138.884419175
186,S_020500001,53.73263672,-141.80634481
187,S_020680003,47.64385266666667,-116.98496233333334
188,S_020900034,55.40630876,-127.02605852000002
189,S_020900035,55.85897703333334,-126.80578949999999
190,S_021100004,58.38858801,-134.56637068
191,S_021700008,56.874469399999995,-138.0779584
192,S_032BAA010002,-34.586094800000005,-58.40558636666666
193,S_040030011,31.36612426428572,-109.73374043571427
194,S_040031005,36.28171278,-100.25632320000001
195,S_040038001,32.009201,-109.389198
196,S_040051008,35.20612525,-111.65284762499999
197,S_040058001,36.055,-112.1531
198,S_040070008,34.22848278571429,-111.3303435
199,S_040070010,33.654725,-111.107406
200,S_040070011,29.5681442,-95.54879395
201,S_040070012,36.30838145,-97.79424445
202,S_040071001,44.07607907499999,-115.286557125
203,S_040071002,33.0088354,-110.78306790000002
204,S_040078000,27.486891428571425,-86.74453292857142
205,S_040128000,34.25964098333333,-113.56518114166668
206,S_040130019,33.46921208124999,-112.13990336250001
207,S_040131003,33.413344039285725,-111.84468324285713
208,S_040131004,33.630971933333335,-112.06426707500002
209,S_040131010,33.42472393125,-111.8179861
210,S_040131030,32.97726368,-113.72953855
211,S_040132001,33.93689507692308,-115.90621932307695
212,S_040132005,33.698843106249996,-111.88757076875
213,S_040133002,33.4451740576923,-112.05382325
214,S_040133003,33.49032215,-111.91140001000001
215,S_040134003,33.405371267857156,-112.07333144285717
216,S_040134004,33.29899999999999,-111.88429999999998
217,S_040134005,33.420047733333334,-111.93779481666667
218,S_040134006,33.29715925,-111.70566763571426
219,S_040134008,33.831183175,-111.96320966249999
220,S_040134009,33.406399,-112.14430200000001
221,S_040134010,33.621952549999996,-112.38553322
222,S_040134011,33.37,-112.62069999999997
223,S_040134016,33.68796490714285,-112.29343699285714
224,S_040134018,40.63738,-111.47830599999999
225,S_040134019,36.38642753333332,-118.59876853333333
226,S_040134020,38.26212433333333,-86.78798126666668
227,S_040137003,34.153964599999995,-108.114809775
228,S_040137020,34.80900728,-105.48809395999999
229,S_040137021,36.028323650000004,-112.881199525
230,S_040137022,35.203778549999996,-111.81651579999999
231,S_040137024,34.39026115,-107.78649825
232,S_040139508,33.98176825,-111.79856293750001
233,S_040139702,34.6172954,-89.44254824999999
234,S_040139704,33.60548141875,-111.7256198
235,S_040139812,36.14202519999999,-109.24844066666667
236,S_040139997,33.47017600789474,-112.08231244473686
237,S_040151003,35.1585679,-114.556732775
238,S_040170119,34.96486589285714,-109.81098920714285
239,S_040190001,32.37393391428572,-112.86001177857142
240,S_040190011,32.40247152,-112.12408829
241,S_040190020,32.41469745714286,-111.1558565357143
242,S_040190021,32.18390615,-110.7254518
243,S_040191001,32.20048595,-110.968046525
244,S_040191011,34.142252400000004,-101.95206615000001
245,S_040191018,34.301729699999996,-106.13986425
246,S_040191020,33.0695128,-107.06321015
247,S_040191028,31.570750920000002,-107.06827778000002
248,S_040191030,33.13597925714286,-102.61075234285714
249,S_040191032,32.46383012,-112.80517399
250,S_040191034,35.570740810000004,-104.25108411000001
251,S_040191113,32.25,-110.96669999999999
252,S_040210001,32.88649492,-111.79453242
253,S_040213001,33.420601,-111.503304
254,S_040213002,33.418762125,-111.515544425
255,S_040213003,19.598372375,-97.476680275
256,S_040213007,32.508458024999996,-111.31207690000001
257,S_040213008,36.1059987,-113.775807275
258,S_040213009,33.336472925,-112.96412380000001
259,S_040213011,32.890408300000004,-111.569787925
260,S_040213014,32.7572033,-111.55485675
261,S_040213015,32.884761,-112.03705000000001
262,S_040213016,33.118811699999995,-112.1463166
263,S_040217001,33.079182875,-111.73929832500001
264,S_040217004,33.2314251,-85.81114335000001
265,S_040218001,33.29667968571429,-111.29026306428571
266,S_040230004,31.337384505,-110.93711954
267,S_040258034,34.6119551,-112.463754075
268,S_040278011,32.690276999999995,-114.61444099999999
269,S_050199991,34.18079410000001,-93.08466525
270,S_050350005,35.1967,-90.1911
271,S_051010002,36.25346175,-94.3354935
272,S_051130003,36.8798776,-88.4038243
273,S_051190007,36.34439090000001,-87.09300849
274,S_051191002,34.8306,-92.2594
275,S_051191008,34.6811,-92.3283
276,S_051430005,36.18181326,-94.12033423
277,S_051430006,35.771943275,-90.34516662499999
278,S_060010007,37.687804127777774,-121.78360867222221
279,S_060010009,37.770641680000004,-122.21547260499999
280,S_060010011,37.815188049999996,-122.28319914999999
281,S_060010012,37.794122611111106,-122.26214827777777
282,S_060010013,37.8625464,-122.30100459999998
283,S_060010015,37.7009623,-121.89702795
284,S_060012001,37.658216624999994,-122.0440241
285,S_060016001,37.6427231,-122.10623439999999
286,S_060050002,39.328751975,-95.73900777499999
287,S_060070007,39.70831900000001,-121.61681700000001
288,S_060070008,39.7430131,-121.83878683124999
289,S_060072002,41.810942133333334,-112.16002883333333
290,S_060074001,39.353429500000004,-121.68650521428572
291,S_060090001,36.52963614545455,-120.13225483636366
292,S_060111002,39.1889284,-121.99798532727273
293,S_060130002,37.9383,-122.025
294,S_060130006,37.73649705,-99.90271125
295,S_060131002,38.01227218461538,-121.64094219230766
296,S_060131004,37.960956318181815,-122.35659999999999
297,S_060132007,37.758711181818185,-121.94856879999999
298,S_060170010,38.7285389,-120.8043895
299,S_060170011,38.94118950000001,-119.9755426
300,S_060170012,38.81262460000001,-120.03090747499999
301,S_060170020,38.957878775000005,-101.2251668
302,S_060190007,36.70584052499999,-119.78183609999996
303,S_060190011,36.785291934210534,-119.81340128947372
304,S_060190242,36.7377981,-119.7871247
305,S_060192008,36.1994,-120.0991
306,S_060192009,37.35956706818181,-104.7424294090909
307,S_060192016,36.7118922,-119.77582410000001
308,S_060194001,36.60808805,-119.52120505000003
309,S_060195001,36.84974684722223,-119.71540930555557
310,S_060210003,39.335391090909084,-122.07836492727273
311,S_060231004,39.85185586,-118.54052218
312,S_060250005,32.676137100000005,-115.48688734999998
313,S_060250007,32.978316750000005,-115.538512275
314,S_060251003,32.77966062857143,-115.56170565714285
315,S_060254003,33.035479624999994,-115.6218010625
316,S_060254004,38.721760812499994,-101.85818225
317,S_060270002,37.36082128823529,-118.32830364117646
318,S_060270004,36.60826110000001,-118.05906635
319,S_060270019,36.6060444,-118.0628654
320,S_060270022,36.328769924999996,-117.95071115
321,S_060270025,37.7494213,-92.65883739285714
322,S_060270026,36.727024178571426,-87.67275356428571
323,S_060270028,36.543200000000006,-117.94180000000001
324,S_060270029,38.05780831999999,-88.96876332999999
325,S_060270030,38.59817714375001,-112.44233463750001
326,S_060270101,36.506341825,-117.02158085
327,S_060271001,36.04666423125,-117.945866575
328,S_060271003,40.56936125,-89.23319197000001
329,S_060271023,37.36354543571429,-118.41749566428574
330,S_060271028,41.41567575,-78.86203033333334
331,S_060290007,38.966782880000004,-87.74401421
332,S_060290008,35.056319099999996,-119.40293662500001
333,S_060290011,35.05044307272727,-118.14791232727275
334,S_060290014,35.36687783076923,-119.03559730769231
335,S_060290232,35.4378123125,-119.0152013125
336,S_060292009,34.84163383333334,-118.86479247777778
337,S_060292012,35.33139483666664,-119.00162418333336
338,S_060295002,35.238453125,-118.78781049999999
339,S_060296001,35.503609399999995,-119.27301255000002
340,S_060310004,42.219747,-71.0320863
341,S_060311004,36.316894090909095,-119.64519409090909
342,S_060370002,34.13433244999999,-117.91166277499998
343,S_060370016,34.144120244444444,-117.85099512777778
344,S_060370113,34.038627725000005,-118.44929624999997
345,S_060371103,37.315983378260874,-90.4546289217391
346,S_060371201,34.200456128125,-118.53503705312501
347,S_060371302,33.89764504705882,-118.2151952235294
348,S_060371602,33.989872350000006,-118.08967225000004
349,S_060371701,34.05879295454547,-117.75018470454548
350,S_060372005,34.143704734615376,-118.13983801923072
351,S_060374004,33.79263275555556,-118.11375243333333
352,S_060374008,40.897542064999996,-85.744775265
353,S_060375005,33.94832945,-118.419495
354,S_060376012,34.38895806764706,-118.53796405882353
355,S_060379033,38.24008191666667,-105.63227124999999
356,S_060390004,37.22423354,-120.39386101999999
357,S_060392010,36.95942906666667,-120.05425213333338
358,S_060410001,37.97280057,-122.52438433
359,S_060416002,42.3000641,-88.43440629999999
360,S_060430003,37.83663820625,-119.56978638749999
361,S_060430006,37.55000767500001,-119.84266809999998
362,S_060431001,37.74809239,-119.58811642999999
363,S_060450006,39.1504994,-123.20653605000001
364,S_060450008,39.146840399999995,-123.19981777000001
365,S_060450010,39.437571812499996,-123.7880236875
366,S_060452002,39.41237178571429,-123.3533420714286
367,S_060470003,37.29424690000002,-120.46490017142855
368,S_060510001,37.64744622222222,-118.96991522222223
369,S_060510005,37.959333055555554,-119.12007327777776
370,S_060510011,37.96883649375,-118.99292691874999
371,S_060530002,36.502925443749994,-121.77452918750001
372,S_060530008,35.895528999999996,-109.35237750000002
373,S_060531003,39.60402982692308,-102.19163811538459
374,S_060539973,34.17516989999999,-113.44602686666667
375,S_060539974,36.42687900000001,-121.32731890000001
376,S_060539975,36.326972,-121.245819
377,S_060539996,37.1414006,-121.66311260000002
