,State,County,County_FIPS_Code,Population_2010,CO_8hr_ppm,Pb_3mo,NO2_Am_ppb,NO2_1h_ppb,O3_8hr_ppm,PM10_24hr,PM25_AM,PM25_24hr,SO2_1hr_ppb
736,Ohio,Butler County,39017,368130,,,,,0.067,108,11.9,26,134
737,Ohio,Clark County,39023,138333,,,,,0.066,,9.8,22,3
738,Ohio,Clermont County,39025,197363,,,,,0.071,,,,
739,Ohio,Clinton County,39027,42040,,,,,0.065,,,,
740,Ohio,Columbiana County,39029,107841,,0.01,,,,26,,,3
741,Ohio,Cuyahoga County,39035,1280122,2,0.01,10,45,0.07000000000000002,79,10.8,26,23
742,Ohio,Delaware County,39041,174214,,,,,0.063,,,,
743,Ohio,Fayette County,39047,29030,,,,,0.061,,,,
744,Ohio,Franklin County,39049,1163414,1,,10,42,0.068,39,9.7,22,
745,Ohio,Fulton County,39051,42698,,0.08,,,,,,,
746,Ohio,Gallia County,39053,30934,,,,,,,,,54
747,Ohio,Geauga County,39055,93389,,,,,0.068,,,,
748,Ohio,Greene County,39057,161573,,,,,0.062,,,,
749,Ohio,Hamilton County,39061,802374,2,,18,49,0.072,39,11.9,25,26
750,Ohio,Harrison County,39067,15864,1,,,,,36,7.6,14,
751,Ohio,Jefferson County,39081,69709,,,,,0.05700000000000001,40,9,21,32
752,Ohio,Knox County,39083,60921,,,,,0.063,,,,
753,Ohio,Lake County,39085,230041,0,,,,0.071,33,6.5,15,16
754,Ohio,Lawrence County,39087,62450,,,,,0.05899999999999998,23,6.7,13,
755,Ohio,Licking County,39089,166492,,,,,0.062,,,,
756,Ohio,Lorain County,39093,301356,,,,,0.05800000000000002,19,7.2,20,
757,Ohio,Lucas County,39095,441815,,,,,0.065,,8.8,25,22
758,Ohio,Madison County,39097,43435,,,,,0.063,,,,
759,Ohio,Mahoning County,39099,238823,,,,,0.064,34,8.3,19,5
760,Ohio,Marion County,39101,66501,,0.02,,,,,,,
761,Ohio,Medina County,39103,172332,,,,,0.054,,8.1,20,
762,Ohio,Miami County,39109,102506,,,,,0.05899999999999998,,,,
763,Ohio,Montgomery County,39113,535153,1,,,,0.064,54,9.4,22,
764,Ohio,Morgan County,39115,15054,,,,,,,,,15
765,Ohio,Noble County,39121,14645,,,,,0.061,,,,
766,Ohio,Portage County,39133,161419,,,,,0.05800000000000002,,,,
767,Ohio,Preble County,39135,42270,0,,,,0.065,,8.3,17,6
768,Ohio,Scioto County,39145,79499,,,,,,77,6.7,13,32
769,Ohio,Stark County,39151,375586,1,0.21,,,0.065,,9.6,22,
770,Ohio,Summit County,39153,541781,,,,,0.066,,8.7,22,3
771,Ohio,Trumbull County,39155,210312,,,,,0.067,23,7.2,18,
772,Ohio,Warren County,39165,212693,,,,,0.07000000000000002,,,,
773,Ohio,Washington County,39167,61778,,0,,,0.062,,,,
774,Ohio,Wood County,39173,125488,,,,,0.061,,,,
775,Oklahoma,Adair County,40001,22683,0,,,,0.05800000000000002,44,,,2
776,Oklahoma,Caddo County,40015,29600,,,,,,,,,
777,Oklahoma,Canadian County,40017,115541,,,,,0.065,,,,
778,Oklahoma,Carter County,40019,47557,,,,,0.065,,7.7,16,
779,Oklahoma,Cherokee County,40021,46987,,,,,,,,,
780,Oklahoma,Choctaw County,40023,15205,,,,,0.062,,,,
781,Oklahoma,Cleveland County,40027,255755,,,,,0.064,,10,20,
782,Oklahoma,Comanche County,40031,124098,,,,,0.066,,8.2,17,
783,Oklahoma,Creek County,40037,69967,,0.01,,,0.066,,,,
784,Oklahoma,Custer County,40039,27469,,,,,,54,,,
785,Oklahoma,Dewey County,40043,4810,,,,,0.062,,7.9,17,
786,Oklahoma,Garfield County,40047,60580,,,,,,,,,45
787,Oklahoma,Johnston County,40069,10957,,,,,0.05899999999999998,,,,
788,Oklahoma,Kay County,40071,46562,,,,,0.061,,7.9,19,23
789,Oklahoma,Le Flore County,40079,50384,,,,,,,,,
790,Oklahoma,Lincoln County,40081,34273,,,,,,,,,
791,Oklahoma,Love County,40085,9423,,,,,,,,,
792,Oklahoma,Mayes County,40097,41259,,,,,0.06,,,,16
793,Oklahoma,Muskogee County,40101,70990,,,,,,173,,,
794,Oklahoma,Nowata County,40105,10536,,,,,0.064,,8.3,18,
795,Oklahoma,Oklahoma County,40109,718633,1,,12,,0.066,63,9.7,21,1
796,Oklahoma,Osage County,40113,47472,,,,,0.064,,,,
797,Oklahoma,Ottawa County,40115,31848,,0.05,,,0.055,52,,,
798,Oklahoma,Pawnee County,40117,16577,,,,,,,,,
799,Oklahoma,Payne County,40119,77350,,,,,,,,,
800,Oklahoma,Pittsburg County,40121,45837,,0,,,0.065,,8.1,17,
801,Oklahoma,Pottawatomie County,40125,69442,,,,,,,,,
802,Oklahoma,Seminole County,40133,25482,,,,,,,,,
803,Oklahoma,Sequoyah County,40135,42391,,,5,25,0.05899999999999998,,8.1,17,
804,Oklahoma,Tulsa County,40143,603403,1,,7,,0.066,36,8.7,22,6
805,Oklahoma,Washington County,40147,50976,,,,,,,,,
806,Oregon,Benton County,41003,85579,,,,,,,,,
807,Oregon,Clackamas County,41005,375992,,,,,0.065,,,,
808,Oregon,Columbia County,41009,49351,,,,,0.051,,,,
809,Oregon,Crook County,41013,20978,,,,,,,7.6,28,
810,Oregon,Deschutes County,41017,157733,,,,,,,,,
811,Oregon,Douglas County,41019,107667,,,,,,,,,
812,Oregon,Harney County,41025,7422,,,,,,64,10.1,28,
813,Oregon,Jackson County,41029,203206,,,,,0.062,54,8.7,37,
814,Oregon,Josephine County,41033,82713,,,,,,,9.7,30,
815,Oregon,Klamath County,41035,66380,,,,,,58,10.5,34,
816,Oregon,Lake County,41037,7895,,,,,,,6.6,26,
817,Oregon,Lane County,41039,351715,,,,,0.055,72,9.2,37,
818,Oregon,Linn County,41043,116672,,,,,,,,,
819,Oregon,Marion County,41047,315335,,,,,0.055,,,,
820,Oregon,Multnomah County,41051,735334,1,,8,32,0.05800000000000002,29,6.5,20,3
821,Oregon,Umatilla County,41059,75889,,,,,0.05899999999999998,,,,
822,Oregon,Union County,41061,25748,,,,,,36,,,
823,Oregon,Wasco County,41065,25213,,,,,,,,,
824,Oregon,Washington County,41067,529710,1,,11,33,0.05,32,6.9,24,
825,Pennsylvania,Adams County,42001,101407,0,,2,12,0.062,,,,4
826,Pennsylvania,Allegheny County,42003,1223348,3,,10,35,0.064,86,12.2,39,80
827,Pennsylvania,Armstrong County,42005,68941,,,,,0.05800000000000002,,7.7,15,
828,Pennsylvania,Beaver County,42007,170539,,0,7,37,0.063,40,9.1,21,15
829,Pennsylvania,Berks County,42011,411442,,0.03,,,0.066,,8.5,28,
830,Pennsylvania,Blair County,42013,127089,,,,,0.064,,,,8
831,Pennsylvania,Bradford County,42015,62622,,,3,,0.053000000000000005,,7.4,17,
832,Pennsylvania,Bucks County,42017,625249,,,,,0.067,,,,
833,Pennsylvania,Cambria County,42021,143679,1,,6,34,0.054,27,9,24,13
834,Pennsylvania,Carbon County,42025,65249,,0.04,,,,,,,
835,Pennsylvania,Centre County,42027,153990,,,3,29,0.05899999999999998,,9.8,25,3
836,Pennsylvania,Chester County,42029,498886,,,,,0.068,,,,
837,Pennsylvania,Clearfield County,42033,81642,,,,,0.054,,,,
838,Pennsylvania,Cumberland County,42041,235406,,,,,,,8.3,30,
839,Pennsylvania,Dauphin County,42043,268100,,,,,0.063,36,8.5,24,
840,Pennsylvania,Delaware County,42045,558979,,0,8,,0.069,,8,22,
841,Pennsylvania,Elk County,42047,31946,,,,,0.05800000000000002,,,,
842,Pennsylvania,Erie County,42049,280566,1,,4,,0.063,32,,,
843,Pennsylvania,Fayette County,42051,136606,,,3,18,0.05800000000000002,,,,
844,Pennsylvania,Franklin County,42055,149618,,,,,0.05899999999999998,,,,
845,Pennsylvania,Greene County,42059,38686,,,,,0.05700000000000001,,6.5,13,
846,Pennsylvania,Indiana County,42063,88880,,,,,0.065,,,,27
847,Pennsylvania,Lackawanna County,42069,214437,1,,8,42,0.063,,,,
848,Pennsylvania,Lancaster County,42071,519445,,0.07000000000000002,,,0.065,51,9.7,30,
849,Pennsylvania,Lawrence County,42073,91108,,0.01,,,0.05600000000000001,,,,
850,Pennsylvania,Lebanon County,42075,133568,,,,,0.065,,8.8,29,
851,Pennsylvania,Lehigh County,42077,349497,,,,,0.064,31,8.5,26,
852,Pennsylvania,Luzerne County,42079,320918,,,,,0.05899999999999998,26,,,3
853,Pennsylvania,Lycoming County,42081,116111,,,,,0.05600000000000001,,,,
854,Pennsylvania,Mercer County,42085,116638,,,,,0.065,,8,19,
855,Pennsylvania,Monroe County,42089,169842,,,,,0.06,,,,
856,Pennsylvania,Montgomery County,42091,799874,,,,,0.065,,7.5,18,
857,Pennsylvania,Northampton County,42095,297735,,,,,0.065,,7.9,24,6
858,Pennsylvania,Perry County,42099,45969,,,,,,,,,
859,Pennsylvania,Philadelphia County,42101,1526006,2,,13,52,0.072,49,8.7,23,17
860,Pennsylvania,Somerset County,42111,77742,,,,,0.06,,,,
861,Pennsylvania,Susquehanna County,42115,43356,,,,,,,6.6,15,
862,Pennsylvania,Tioga County,42117,41981,,,1,9,0.055,,5.5,14,
863,Pennsylvania,Warren County,42123,41815,,,,,,,,,55
864,Pennsylvania,Washington County,42125,207820,,,5,33,0.064,,8.9,19,16
865,Pennsylvania,Westmoreland County,42129,365169,,0,,,0.061,,7,13,
866,Pennsylvania,Wyoming County,42131,28276,,,,,,,,,
867,Pennsylvania,York County,42133,434972,,,,,0.062,,,,8
868,Rhode Island,Kent County,44003,166158,,,,,0.064,,3.9,11,
869,Rhode Island,Providence County,44007,626667,2,,17,52,0.064,37,8.3,18,2
870,Rhode Island,Washington County,44009,126979,,,,,0.066,,3.9,13,
871,South Carolina,Aiken County,45003,160099,,,,,0.066,,,,
872,South Carolina,Anderson County,45007,187126,,,,,0.065,,,,
873,South Carolina,Beaufort County,45013,162233,,,,,,,,,
874,South Carolina,Berkeley County,45015,177843,,,,,0.064,,,,
875,South Carolina,Charleston County,45019,350209,,,,,0.064,54,6.9,14,14
876,South Carolina,Chesterfield County,45025,46734,,,,,0.065,,,,
877,South Carolina,Colleton County,45029,38892,,,,,0.026,,,,
878,South Carolina,Darlington County,45031,68681,,,,,0.065,,,,
879,South Carolina,Edgefield County,45037,26985,,,,,0.065,,7.7,16,
880,South Carolina,Florence County,45041,136885,,0.11,,,,,7.7,16,
881,South Carolina,Georgetown County,45043,60158,,,,,,36,,,
882,South Carolina,Greenville County,45045,451225,,,8,,0.068,31,8.2,19,1
883,South Carolina,Greenwood County,45047,69661,,,,,,,,,
884,South Carolina,Horry County,45051,269291,,,,,0.064,,,,
885,South Carolina,Lexington County,45063,262391,,,,,,35,7.2,15,2
886,South Carolina,Oconee County,45073,74273,,,,,0.065,,,,1
887,South Carolina,Orangeburg County,45075,92501,,,,,,,,,
888,South Carolina,Pickens County,45077,119224,,,,,0.068,,,,
889,South Carolina,Richland County,45079,384504,1,,3,31,0.067,,,,3
890,South Carolina,Spartanburg County,45083,284307,,,,,0.068,,7.7,15,
891,South Carolina,York County,45091,226073,,,,,0.072,,7.8,16,2
892,South Dakota,Brookings County,46011,31965,,,,,0.071,62,4.2,15,
893,South Dakota,Brown County,46013,36531,,,,,,35,5.9,18,
894,South Dakota,Codington County,46029,27227,,,,,,87,6.3,18,
895,South Dakota,Custer County,46033,8216,,,,,0.05700000000000001,23,2.6,8,
896,South Dakota,Hughes County,46065,17022,,,,,,,3.3,11,
897,South Dakota,Jackson County,46071,3031,,,1,8,0.05800000000000002,29,3.7,9,19
898,South Dakota,Meade County,46093,25434,,,,,0.055,37,,,
899,South Dakota,Minnehaha County,46099,169468,1,,5,31,0.065,37,3.9,16,2
900,South Dakota,Pennington County,46103,100948,,,6,,,170,5.9,16,7
901,South Dakota,Union County,46127,14399,,,2,12,0.064,56,5.8,17,3
902,Tennessee,Anderson County,47001,75129,,,,,0.066,,,,7
903,Tennessee,Blount County,47009,123010,1,,1,5,0.064,,6.6,14,1
904,Tennessee,Claiborne County,47025,32213,,,,,0.06,,,,
905,Tennessee,Davidson County,47037,626681,1,,14,51,0.065,32,9.2,18,
906,Tennessee,DeKalb County,47041,18723,,,,,0.06,,,,
907,Tennessee,Dyer County,47045,38335,,,,,,,6.7,15,
908,Tennessee,Hamilton County,47065,336463,,,,,0.065,,8.7,18,
909,Tennessee,Jefferson County,47089,51407,,,,,0.065,,,,
910,Tennessee,Knox County,47093,432226,,0.03,,,0.063,37,8.9,17,
911,Tennessee,Lawrence County,47099,41869,,,,,,,,,
912,Tennessee,Loudon County,47105,48556,,,,,0.063,,7.2,14,
913,Tennessee,McMinn County,47107,52266,,,,,,,7.4,15,
914,Tennessee,Madison County,47113,98294,,,,,,,7.5,15,
915,Tennessee,Maury County,47119,80956,,,,,,,6,13,
916,Tennessee,Montgomery County,47125,172331,,,,,,,,,
917,Tennessee,Putnam County,47141,72321,,,,,,,6.2,13,
918,Tennessee,Roane County,47145,54181,,,,,,,7.1,14,
919,Tennessee,Sevier County,47155,89889,,,,,0.062,,,,
920,Tennessee,Shelby County,47157,927644,1,,10,39,0.07000000000000002,54,8.8,19,2
921,Tennessee,Sullivan County,47163,156823,,0,,,0.064,,7.1,14,104
922,Tennessee,Sumner County,47165,160645,,,,,0.066,,6.7,15,
923,Tennessee,Williamson County,47187,183182,,,,,0.06,,,,
924,Tennessee,Wilson County,47189,113993,,,,,0.06,,,,
925,Texas,Bell County,48027,310235,,,3,27,0.067,,8.3,19,
926,Texas,Bexar County,48029,1714773,1,,7,40,0.075,42,8.9,21,4
927,Texas,Bowie County,48037,92565,,,,,,,9.3,19,
928,Texas,Brazoria County,48039,313166,,,5,32,0.079,,,,
929,Texas,Brewster County,48043,9232,,,,,0.064,,5.7,15,
930,Texas,Caldwell County,48055,38066,,,,,,,,,
931,Texas,Cameron County,48061,406220,,,,,0.05899999999999998,,9.7,25,
932,Texas,Collin County,48085,782341,,0.02,,,0.076,,,,
933,Texas,Culberson County,48109,2398,,,,,0.068,,,,
934,Texas,Dallas County,48113,2368139,1,,10,44,0.073,40,9,19,
935,Texas,Denton County,48121,662614,,,6,33,0.073,,,,
936,Texas,Ector County,48135,137130,,,,,,,7.6,17,
937,Texas,Ellis County,48139,149610,,,5,32,0.063,,,,4
938,Texas,El Paso County,48141,800647,2,0.01,14,,0.075,79,8.5,25,
939,Texas,Freestone County,48161,19816,,,,,,,,,6
940,Texas,Galveston County,48167,291309,,,3,28,0.079,45,7.6,19,5
941,Texas,Gregg County,48183,121730,,,3,18,0.067,,,,46
942,Texas,Harris County,48201,4092459,2,,17,56,0.08100000000000002,63,10.7,27,14
943,Texas,Harrison County,48203,65631,,,2,16,0.062,,,,54
944,Texas,Hidalgo County,48215,774769,,,,,0.053000000000000005,50,10.7,30,
945,Texas,Hood County,48221,51182,,,,,0.066,,,,
946,Texas,Howard County,48227,35012,,,,,,,,,80
947,Texas,Hunt County,48231,86129,,,4,24,0.061,,,,
948,Texas,Hutchinson County,48233,22150,,,,,,,,,168
949,Texas,Jeff Davis County,48243,2342,,,,,,,,,
950,Texas,Jefferson County,48245,252273,,,6,31,0.074,,8.5,19,37
951,Texas,Johnson County,48251,150934,,,,,0.073,,,,
952,Texas,Kaufman County,48257,103350,,0.23000000000000004,4,28,0.063,,,,7
953,Texas,Kleberg County,48273,32061,,,,,,,,,
954,Texas,Lubbock County,48303,278831,,,,,,,6.4,14,
955,Texas,McLennan County,48309,234906,1,,,,0.063,,,,6
956,Texas,Marion County,48315,10546,,,,,,,,,
957,Texas,Maverick County,48323,54258,,,,,,,7.5,21,
958,Texas,Milam County,48331,24757,,,,,,,,,2
959,Texas,Montgomery County,48339,455746,,,2,19,0.074,,,,
960,Texas,Navarro County,48349,47735,,,,,0.062,,,,37
961,Texas,Nueces County,48355,340223,,,,,0.062,44,8.7,21,9
962,Texas,Orange County,48361,81837,,,3,,0.064,,8.2,16,62
963,Texas,Parker County,48367,116927,,,,,0.068,,,,
964,Texas,Polk County,48373,45413,,,,,0.05899999999999998,,,,
965,Texas,Potter County,48375,121073,,,,,,,5.2,13,8
966,Texas,Randall County,48381,120725,,,,,0.068,,,,
967,Texas,Robertson County,48395,16622,,,,,,,,,8
968,Texas,Rockwall County,48397,78337,,,,,0.064,,,,
969,Texas,Rusk County,48401,53330,,,,,,,,,115
970,Texas,Smith County,48423,209714,,,2,14,0.067,,,,
971,Texas,Tarrant County,48439,1809034,1,,12,46,0.075,,8.7,19,
972,Texas,Titus County,48449,32334,,,,,,,,,31
973,Texas,Travis County,48453,1024266,2,,12,32,0.065,38,9.5,21,2
974,Texas,Victoria County,48469,86793,,,,,0.062,,,,
975,Texas,Webb County,48479,250304,3,,,,0.05899999999999998,48,10.7,29,
976,Utah,Box Elder County,49003,49975,,,0,,0.062,,,,
977,Utah,Cache County,49005,112656,,,4,33,0.062,67,6.2,35,
978,Utah,Carbon County,49007,21403,,,2,16,0.068,,,,
979,Utah,Davis County,49011,306479,,,12,46,0.073,,5.7,19,
980,Utah,Duchesne County,49013,18607,,,5,19,0.087,,6.1,22,
981,Utah,Garfield County,49017,5172,,,,,0.062,,,,
982,Utah,Iron County,49021,46163,,,6,,0.06,,4.3,11,
983,Utah,Salt Lake County,49035,1029655,1,,18,55,0.073,67,9,31,13
984,Utah,San Juan County,49037,14746,,,,,0.064,,,,
985,Utah,Tooele County,49045,58218,,,3,24,0.065,,5.3,23,
986,Utah,Uintah County,49047,32588,,,4,28,0.098,18,5.1,16,
987,Utah,Utah County,49049,516564,1,,9,42,0.066,53,6.1,21,
988,Utah,Washington County,49053,138115,,,3,26,0.064,,,,
989,Utah,Weber County,49057,231236,1,,11,,0.064,50,,,
990,Vermont,Addison County,50001,36821,,,,,,,,,
991,Vermont,Bennington County,50003,37125,,,,,0.05600000000000001,,5.6,14,
992,Vermont,Chittenden County,50007,156545,1,,6,30,0.054,14,6.6,16,1
993,Vermont,Rutland County,50021,61642,1,,7,35,0.052,34,7.5,20,3
994,Vermont,Washington County,50023,59534,,,,,,,,,
995,Virginia,Albemarle County,51003,98970,,,,,0.05700000000000001,,6.4,13,
996,Virginia,Arlington County,51013,207627,1,,10,45,0.068,,8,19,
997,Virginia,Botetourt County,51023,33148,,,,,,,,,36
998,Virginia,Caroline County,51033,28545,,,,,0.06,,,,
999,Virginia,Carroll County,51035,30042,,,,,,18,,,
1000,Virginia,Charles City County,51036,7256,,,5,,0.061,,6.7,14,14
1001,Virginia,Chesterfield County,51041,316236,,,,,0.05899999999999998,,6.7,12,
1002,Virginia,Fairfax County,51059,1081726,1,,16,48,0.07000000000000002,19,9.1,25,4
1003,Virginia,Fauquier County,51061,65203,,,,,0.055,,,,
1004,Virginia,Frederick County,51069,78305,,,,,0.055,,7.6,23,
1005,Virginia,Giles County,51071,17286,,,,,0.06,,,,80
1006,Virginia,Hanover County,51085,99863,,,,,0.061,,,,
1007,Virginia,Henrico County,51087,306935,1,,6,,0.064,27,6.9,14,3
1008,Virginia,Loudoun County,51107,312311,,,7,38,0.06,,7.2,20,
1009,Virginia,Madison County,51113,13308,,,,,0.05800000000000002,,,,
1010,Virginia,Montgomery County,51121,94392,,0,,,,,,,
1011,Virginia,Page County,51139,24042,,,,,,,,,
1012,Virginia,Prince Edward County,51147,23368,,,,,0.05800000000000002,,,,
1013,Virginia,Prince William County,51153,402002,,,4,24,0.06,,,,
1014,Virginia,Roanoke County,51161,92376,1,,5,32,0.05899999999999998,,6.3,13,3
1015,Virginia,Rockbridge County,51163,22307,,,,,0.05700000000000001,,,,
1016,Virginia,Rockingham County,51165,76314,,,9,38,0.055,,7.1,18,2
1017,Virginia,Stafford County,51179,128961,,,,,0.05899999999999998,16,,,
1018,Virginia,Wythe County,51197,29235,,,,,0.05700000000000001,,,,
1019,Virginia,Alexandria city,51510,139966,,,,,,13,,,
1020,Virginia,Bristol city,51520,17835,,,,,,,6.4,13,
1021,Virginia,Chesapeake city,51550,222209,,,,,,,,,
1022,Virginia,Covington city,51580,5961,,,,,,,,,42
1023,Virginia,Hampton city,51650,137436,1,,3,24,0.061,18,6.3,14,3
1024,Virginia,Hopewell city,51670,22591,,,,,,17,,,
1025,Virginia,Lynchburg city,51680,75568,,,,,,,6.2,12,
1026,Virginia,Newport News city,51700,180719,,,,,,,,,
1027,Virginia,Norfolk city,51710,242803,1,,8,40,,20,7.1,17,2
1028,Virginia,Richmond city,51760,204214,1,,12,43,,,8.4,20,
1029,Virginia,Roanoke city,51770,97032,,0.01,,,,,,,
1030,Virginia,Salem city,51775,24802,,,,,,,6.6,13,
1031,Virginia,Suffolk city,51800,84585,,,,,0.05899999999999998,,,,
1032,Virginia,Virginia Beach city,51810,437994,,,,,,,6.8,18,
1033,Virginia,Winchester city,51840,26203,,,,,,25,,,
1034,Washington,Adams County,53001,18728,,,,,,,,,
1035,Washington,Asotin County,53003,21623,,,,,,,,,
1036,Washington,Benton County,53005,175177,,,,,0.061,65,,,
1037,Washington,Chelan County,53007,72453,,,,,,,,,1
1038,Washington,Clallam County,53009,71404,0,,,,0.051,,,,1
1039,Washington,Clark County,53011,425363,,,,,0.05800000000000002,,7,25,
1040,Washington,Cowlitz County,53015,102410,,,,,,,,,
1041,Washington,Grant County,53025,89120,,,,,,,,,
1042,Washington,Grays Harbor County,53027,72797,,,,,,,,,
1043,Washington,Jefferson County,53031,29872,,,,,,,,,
1044,Washington,King County,53033,1931249,1,,18,57,0.055,22,8.3,20,6
1045,Washington,Kitsap County,53035,251133,,,,,,,4.9,12,
1046,Washington,Kittitas County,53037,40915,,,,,,,7,19,
1047,Washington,Lewis County,53041,75455,,,,,,,,,
1048,Washington,Mason County,53045,60699,,,,,,,,,
1049,Washington,Okanogan County,53047,41120,,,,,,,7.4,21,
1050,Washington,Pierce County,53053,795225,,,15,40,0.05600000000000001,,8.1,28,
1051,Washington,Skagit County,53057,116901,,,,,0.04,,5.5,12,3
1052,Washington,Skamania County,53059,11066,,,,,,,,,
1053,Washington,Snohomish County,53061,713335,,,,,,,8.5,28,
1054,Washington,Spokane County,53063,471221,,,,,0.05700000000000001,87,7.5,25,
1055,Washington,Stevens County,53065,43531,,,,,,107,,,
1056,Washington,Thurston County,53067,252264,1,,,,0.052,,,,
1057,Washington,Walla Walla County,53071,58781,,,,,,79,,,
1058,Washington,Whatcom County,53073,201140,,,,,0.04399999999999999,,4.6,12,105
1059,Washington,Whitman County,53075,44776,,,,,,,,,
1060,Washington,Yakima County,53077,243231,,,,,,60,9.8,34,
1061,West Virginia,Berkeley County,54003,104169,,,,,0.055,,8.9,25,
1062,West Virginia,Brooke County,54009,24069,,,,,,49,9.5,21,75
1063,West Virginia,Cabell County,54011,96319,,,,,0.05800000000000002,,7,13,
1064,West Virginia,Gilmer County,54021,8693,,,,,0.054,,,,
1065,West Virginia,Greenbrier County,54025,35480,,,,,0.061,,,,
1066,West Virginia,Hancock County,54029,30676,,,,,0.05899999999999998,32,,,16
1067,West Virginia,Harrison County,54033,69099,,,,,,,7.3,14,
1068,West Virginia,Kanawha County,54039,193063,1,,,,0.065,,7.5,14,6
1069,West Virginia,Marion County,54049,56418,,,,,,,,,
1070,West Virginia,Marshall County,54051,33107,,,,,,,9.2,22,9
1071,West Virginia,Mason County,54053,27324,,,,,,,,,61
1072,West Virginia,Mercer County,54055,62264,,,,,,,,,
1073,West Virginia,Mineral County,54057,28212,,,,,,,,,135
1074,West Virginia,Monongalia County,54061,96189,,,,,0.06,,7.2,15,14
1075,West Virginia,Ohio County,54069,44443,,,,,0.06,,8.1,18,
1076,West Virginia,Raleigh County,54081,78859,,,,,,,,,
1077,West Virginia,Summers County,54089,13927,,,,,,,,,
1078,West Virginia,Tucker County,54093,7141,,,,,0.05600000000000001,,,,
1079,West Virginia,Wood County,54107,86956,,,,,0.061,,,,22
1080,Wisconsin,Ashland County,55003,16157,,,,,0.05700000000000001,,5,17,
1081,Wisconsin,Brown County,55009,248007,,,,,0.05800000000000002,,7.3,19,5
1082,Wisconsin,Columbia County,55021,56833,,,,,0.05800000000000002,,,,
1083,Wisconsin,Dane County,55025,488073,,,,,0.05899999999999998,35,8,21,2
1084,Wisconsin,Dodge County,55027,88759,0,,,,0.062,34,,,1
1085,Wisconsin,Door County,55029,27785,,,,,0.066,,,,
1086,Wisconsin,Douglas County,55031,44159,,,,,,,,,
1087,Wisconsin,Eau Claire County,55035,98736,,,,,0.05600000000000001,41,7.7,22,
1088,Wisconsin,Fond du Lac County,55039,101633,,,,,0.05700000000000001,,,,
1089,Wisconsin,Forest County,55041,9304,,,,,0.05800000000000002,,5.4,19,2
1090,Wisconsin,Grant County,55043,51208,,,,,,,8.4,25,
1091,Wisconsin,Jefferson County,55055,83686,,,,,0.061,,,,
1092,Wisconsin,Kenosha County,55059,166426,,,,,0.067,,7.4,21,
1093,Wisconsin,Kewaunee County,55061,20574,,,,,0.061,,,,
1094,Wisconsin,La Crosse County,55063,114638,,,,,0.05800000000000002,,7.6,22,
1095,Wisconsin,Manitowoc County,55071,81442,,,,,0.066,,,,
1096,Wisconsin,Marathon County,55073,134063,,,,,0.05899999999999998,,,,
1097,Wisconsin,Milwaukee County,55079,947735,1,,13,47,0.064,58,8.7,22,4
1098,Wisconsin,Oneida County,55085,35998,,,,,,,,,30
1099,Wisconsin,Outagamie County,55087,176695,,,,,0.05700000000000001,,8,26,32
1100,Wisconsin,Ozaukee County,55089,86395,,,,,0.068,,6.9,20,
1101,Wisconsin,Racine County,55101,195408,,,,,0.066,,,,
1102,Wisconsin,Rock County,55105,160331,,,,,0.061,,,,
1103,Wisconsin,St. Croix County,55109,84345,,,,,,,,,
1104,Wisconsin,Sauk County,55111,61976,,,,,0.061,35,7.3,21,
1105,Wisconsin,Sheboygan County,55117,115507,,,,,0.068,,,,
1106,Wisconsin,Taylor County,55119,20689,,,,,0.05800000000000002,,6.4,20,
1107,Wisconsin,Vilas County,55125,21430,,,,,0.05700000000000001,,4.9,17,
1108,Wisconsin,Walworth County,55127,102228,,,,,0.062,,,,
1109,Wisconsin,Waukesha County,55133,389891,,,,,0.05800000000000002,40,9.3,24,
1110,Wisconsin,Waupaca County,55135,52410,,,,,,,,,
1111,Wisconsin,Winnebago County,55139,166994,,,,,,,,,
1112,Wisconsin,Wood County,55141,74749,,,,,,,,,
1113,Wyoming,Albany County,56001,36299,,,,,0.065,82,3.7,10,
1114,Wyoming,Big Horn County,56003,11668,,,,,0.05700000000000001,,,,
1115,Wyoming,Campbell County,56005,46133,,,4,31,0.055,115,1.9,7,
1116,Wyoming,Carbon County,56007,15885,,,3,31,0.066,,,,28
1117,Wyoming,Converse County,56009,13833,0,,3,29,0.05899999999999998,147,2.2,7,13
1118,Wyoming,Fremont County,56013,40123,,,1,4,0.065,34,2.5,6,64
1119,Wyoming,Goshen County,56015,13249,,,,,,,,,
1120,Wyoming,Johnson County,56019,8569,,,1,,0.06,36,,,
1121,Wyoming,Laramie County,56021,91738,0,,3,31,0.06,83,3.7,10,6
1122,Wyoming,Lincoln County,56023,18106,,,,,,50,,,
1123,Wyoming,Natrona County,56025,75450,,,4,33,0.06,22,3.8,9,21
1124,Wyoming,Park County,56029,28205,,,,,0.05700000000000001,37,2.9,8,
1125,Wyoming,Platte County,56031,8667,,,,,,111,,,
1126,Wyoming,Sheridan County,56033,29116,,,,,0.06,40,6,18,
1127,Wyoming,Sublette County,56035,10247,,,2,21,0.085,18,,,
1128,Wyoming,Sweetwater County,56037,43806,,,3,38,0.065,87,4.4,15,13
1129,Wyoming,Teton County,56039,21294,0,,,,0.061,40,3.6,12,
1130,Wyoming,Uinta County,56041,21118,,,2,13,0.067,23,,,
1131,Wyoming,Weston County,56045,7208,,,,,0.05899999999999998,,,,4
